author_id,tweet_id,conversation_id,in_reply_to_tweet_id,date,txt_conv_head,txt_father,text,Subjectivity,Positivity,Negativity,Irony,Misogyny,Aggressiveness,Aggressiveness_Target,Context
_1037651766,_738099901339435009,_738092232411078656,_738092232411078656,2016-06-01T20:08:24.000Z,"Omicidio Sara di Pietrantonio, per gip non c'è stata premeditazione. (mi sembra una decisione assurda)
https://t.co/kKuRbP44ne #chilhavisto",0,@Virus1979C @Agenzia_Ansa non si possono più sentire queste affermazioni a favore degli assassini ci sono le prove gli della premeditazione,1,0,1,0,0,0,,1
_614219170,_738098148413976576,_738092232411078656,_738092232411078656,2016-06-01T20:01:26.000Z,"Omicidio Sara di Pietrantonio, per gip non c'è stata premeditazione. (mi sembra una decisione assurda)
https://t.co/kKuRbP44ne #chilhavisto",0,"@Virus1979C si certo, doveva fare un barbecue...",1,0,0,1,0,0,,1
_1260005623,_738094123249508352,_738092232411078656,_738092232411078656,2016-06-01T19:45:26.000Z,"Omicidio Sara di Pietrantonio, per gip non c'è stata premeditazione. (mi sembra una decisione assurda)
https://t.co/kKuRbP44ne #chilhavisto",0,"@Virus1979C Ma il gip ha visto il filmato ripreso dalle telecamere che viene mandato in onda da ""Chi lha visto""? Si chiama premeditazione!",1,0,1,0,0,0,,1
_453931362,_738092995896090628,_738092232411078656,_738092232411078656,2016-06-01T19:40:57.000Z,"Omicidio Sara di Pietrantonio, per gip non c'è stata premeditazione. (mi sembra una decisione assurda)
https://t.co/kKuRbP44ne #chilhavisto",0,@Virus1979C un vigliacco sadico....spero Che abbia quel che si merita,1,0,1,0,0,1,1,1
_2347614778,_738351295766106112,_738037923489144832,_738037923489144832,2016-06-02T12:47:21.000Z,"Ragazza bruciata viva, Gip convalida il fermo. #Sara tramortita, strangolata e poi bruciata
https://t.co/Lz8alNeFV1",0,"@Agenzia_Ansa è sceso, sucedera ancora, merito a legge di c..zo !",1,0,1,0,0,1,0,1
_4882469440,_738082771982274564,_738037923489144832,_738037923489144832,2016-06-01T19:00:20.000Z,"Ragazza bruciata viva, Gip convalida il fermo. #Sara tramortita, strangolata e poi bruciata
https://t.co/Lz8alNeFV1",0,@Agenzia_Ansa #buttatevialachiave senza processo,1,0,1,0,0,1,1,1
_4623850761,_738040949998292992,_738037923489144832,_738037923489144832,2016-06-01T16:14:09.000Z,"Ragazza bruciata viva, Gip convalida il fermo. #Sara tramortita, strangolata e poi bruciata
https://t.co/Lz8alNeFV1",0,@Agenzia_Ansa se la povera SARA fosse stata uccisa da clandestino due righe su giornale locale e su tg nazionali il silenzio assoluto!!!,1,0,1,0,0,1,0,1
_3020323600,_738038550097211394,_738037923489144832,_738037923489144832,2016-06-01T16:04:37.000Z,"Ragazza bruciata viva, Gip convalida il fermo. #Sara tramortita, strangolata e poi bruciata
https://t.co/Lz8alNeFV1",0,@Agenzia_Ansa devastante .. Ergastolo 👍😡,1,0,1,0,0,1,1,1
_2804109824,_738038133837713408,_738037923489144832,_738037923489144832,2016-06-01T16:02:57.000Z,"Ragazza bruciata viva, Gip convalida il fermo. #Sara tramortita, strangolata e poi bruciata
https://t.co/Lz8alNeFV1",0,@Agenzia_Ansa  carcere rieducativo??,1,0,0,0,0,0,,1
_2189784511,_737871312861954049,_737868617493164033,_737870497103351808,2016-06-01T05:00:04.000Z,"Paura ? di cosa #mortaccitua
Ragazza bruciata viva, l'ex dal carcere: ""Ora ho paura"" - Lazio - ANSA.it https://t.co/tdJ45hyScR","@Elo9999 Spero non lo trovino impiccato, gli auguro anni di sofferenze. @proietta","@paolonegrogo una sofferenza a vita  ... dove fine pena mai @proietta
Come quello di quella madre",1,0,1,0,0,1,1,1
_1091221028,_737870497103351808,_737868617493164033,_737868617493164033,2016-06-01T04:56:50.000Z,"Paura ? di cosa #mortaccitua
Ragazza bruciata viva, l'ex dal carcere: ""Ora ho paura"" - Lazio - ANSA.it https://t.co/tdJ45hyScR",0,"@Elo9999 Spero non lo trovino impiccato, gli auguro anni di sofferenze. @proietta",1,0,1,0,0,1,1,1
_3248777907,_737597465331798017,_737537407394795520,_737537407394795520,2016-05-31T10:51:54.000Z,"Orrore a #Roma, ""Aveva un altro, l'ho uccisa"".Oggi richiesta di convalida del fermo per l'ex, domani interrogatorio https://t.co/45jBVQGyN2",0,@Agenzia_Ansa questo tizio merita le pene dell'inferno!,1,0,1,0,0,1,1,1
_1917804409,_737530564299788288,_737517739405807617,_737517739405807617,2016-05-31T06:26:03.000Z,Studentessa #bruciataviva dal suo ex a #Roma un investigatore: 'Mai visto un delitto così atroce' FOTO e VIDEO https://t.co/okQ2obpjmk,0,@Agenzia_Ansa  ha ammesso  : PENA DI MORTE,1,0,1,0,0,1,1,1
_3410081393,_737523571417718785,_737517739405807617,_737517739405807617,2016-05-31T05:58:16.000Z,Studentessa #bruciataviva dal suo ex a #Roma un investigatore: 'Mai visto un delitto così atroce' FOTO e VIDEO https://t.co/okQ2obpjmk,0,@Agenzia_Ansa tutti siamo scandalizzati per la tanta ferocia l'unico che non lo e' l'avvocato che lo difenderà. Cosa fanno i soldi,1,0,1,0,0,0,,1
_2546609011,_737520104028545025,_737517739405807617,_737517739405807617,2016-05-31T05:44:29.000Z,Studentessa #bruciataviva dal suo ex a #Roma un investigatore: 'Mai visto un delitto così atroce' FOTO e VIDEO https://t.co/okQ2obpjmk,0,"@Agenzia_Ansa Ora quello che ha fatto a lei lo dovrebbero fare ha lui,in pubblica piazza.",1,0,1,0,0,1,1,1
_415025733,_739086009082728448,_737357332322078721,_737357332322078721,2016-06-04T13:26:50.000Z,"Orrore a Roma, confessa l'ex fidanzato di Sara: 'L'ho bruciata viva' #femminicidio  https://t.co/K6lIvGwL55 https://t.co/vfs2HpPpdb",0,@Agenzia_Ansa R.I.P. Sara...,1,0,1,0,0,0,,1
_3903964464,_737624838458642433,_737357332322078721,_737357332322078721,2016-05-31T12:40:40.000Z,"Orrore a Roma, confessa l'ex fidanzato di Sara: 'L'ho bruciata viva' #femminicidio  https://t.co/K6lIvGwL55 https://t.co/vfs2HpPpdb",0,@Agenzia_Ansa una telefonata non era un rischio per nessuno . Era una bambina. Che pena.,1,0,1,0,0,0,,1
_3903964464,_737624404297809924,_737357332322078721,_737357332322078721,2016-05-31T12:38:57.000Z,"Orrore a Roma, confessa l'ex fidanzato di Sara: 'L'ho bruciata viva' #femminicidio  https://t.co/K6lIvGwL55 https://t.co/vfs2HpPpdb",0,@Agenzia_Ansa chi è passato di lì e non ha fatto nulla non si sente un verme? Sentitevi tali e vergognatevi .,1,0,1,0,0,1,0,1
_1479821683,_737376799647240192,_737357332322078721,_737357332322078721,2016-05-30T20:15:03.000Z,"Orrore a Roma, confessa l'ex fidanzato di Sara: 'L'ho bruciata viva' #femminicidio  https://t.co/K6lIvGwL55 https://t.co/vfs2HpPpdb",0,"@Agenzia_Ansa ""nessuno si ferma""... sempre grande senso civico e coraggio",1,0,1,1,0,0,,1
_716631581448867840,_737361589075070976,_737357332322078721,_737357332322078721,2016-05-30T19:14:37.000Z,"Orrore a Roma, confessa l'ex fidanzato di Sara: 'L'ho bruciata viva' #femminicidio  https://t.co/K6lIvGwL55 https://t.co/vfs2HpPpdb",0,@Agenzia_Ansa crepa coglione di merda meriti la morte!!!! Vergogna é meglio che ti uccidi! non meriti di vivere!!!!!,1,0,1,0,0,1,1,1
_4829859784,_737311229459484672,_737303513433317376,_737303513433317376,2016-05-30T15:54:30.000Z,"Studentessa  uccisa, l'ex confessa: 'non sopportavo fosse finita' - https://t.co/GStTxlr54f",0,@Agenzia_Ansa non basterebbero tutte le parole più offensive per descrivere questa specie di sottosviluppato,1,0,1,0,0,1,1,1
_391341095,_737329252551561216,_737257466476519424,_737257466476519424,2016-05-30T17:06:07.000Z,Studentessa #bruciataviva dal suo ex a #Roma un investigatore: 'Mai visto un delitto così atroce' FOTO e VIDEO https://t.co/okQ2obpjmk,0,@Agenzia_Ansa datelo al padre e che ne faccia ciò che vuole..anche se questo nn le ridará la figlia per una atrocità del genereè giusto cosi,1,0,1,0,0,1,1,1
_2964938091,_737275752257835008,_737257466476519424,_737257466476519424,2016-05-30T13:33:31.000Z,Studentessa #bruciataviva dal suo ex a #Roma un investigatore: 'Mai visto un delitto così atroce' FOTO e VIDEO https://t.co/okQ2obpjmk,0,"@Agenzia_Ansa se non verra' dato l'ergastolo sara' il segno finale che la Giustizia non funziona, allora si dovra' introdurre pena di morte",1,0,1,0,0,0,,1
_2738489049,_737247701021143040,_737237624394514432,_737237624394514432,2016-05-30T11:42:03.000Z,"#omicidiomagliana Studentessa trovata morta carbonizzata, ex confessa: 'L'ho bruciata viva' LE FOTO e I VIDEO https://t.co/IQQBcx3O3d",0,@Agenzia_Ansa  fategli la cravatta colombiana a lui e a quelli che hanno visto e non si sono fermati ad aiutarla!!,1,0,1,0,0,1,1,1
_722387472848695296,_737238998863728640,_737237624394514432,_737237624394514432,2016-05-30T11:07:29.000Z,"#omicidiomagliana Studentessa trovata morta carbonizzata, ex confessa: 'L'ho bruciata viva' LE FOTO e I VIDEO https://t.co/IQQBcx3O3d",0,@Agenzia_Ansa Rivedere le perizie psichiatriche. Nn mi sembra la prima guardia giurata che impazzisce...,1,0,1,0,0,0,,1
_1037651766,_737238916592488452,_737237624394514432,_737237624394514432,2016-05-30T11:07:09.000Z,"#omicidiomagliana Studentessa trovata morta carbonizzata, ex confessa: 'L'ho bruciata viva' LE FOTO e I VIDEO https://t.co/IQQBcx3O3d",0,@Agenzia_Ansa si merita la stessa cosa,1,0,1,0,0,0,,1
_702445104,_737227541195415552,_737225375428845569,_737225375428845569,2016-05-30T10:21:57.000Z,"#Sara bruciata viva dal suo ex. Dopo averla uccisa, Vincenzo Paduano è tornata al lavoro https://t.co/kLYjnovYMNm https://t.co/vByrbbGFIV",0,"@AnsaRomaLazio volete per favore correggere ""tornata""?",1,0,1,0,0,0,,1
_1382414960,_737345019464585220,_737225375370104832,_737225375370104832,2016-05-30T18:08:46.000Z,"#Sara bruciata viva dal suo ex. Dopo averla uccisa, Vincenzo Paduano è tornata al lavoro https://t.co/Gj8GEHXMk7 https://t.co/MTju1YzMZm",0,@Agenzia_Ansa non si è fermato nessuno ad aiutarla.,1,0,1,0,0,0,,1
_2576990395,_737285169644765184,_737225375370104832,_737225375370104832,2016-05-30T14:10:57.000Z,"#Sara bruciata viva dal suo ex. Dopo averla uccisa, Vincenzo Paduano è tornata al lavoro https://t.co/Gj8GEHXMk7 https://t.co/MTju1YzMZm",0,@Agenzia_Ansa @danbertsamp uomo di merda marcisci in galera!ma cosa deve aver patito questa povera anima...,1,0,1,0,0,1,1,1
_2307774333,_737247117215961088,_737225375370104832,_737225375370104832,2016-05-30T11:39:44.000Z,"#Sara bruciata viva dal suo ex. Dopo averla uccisa, Vincenzo Paduano è tornata al lavoro https://t.co/Gj8GEHXMk7 https://t.co/MTju1YzMZm",0,@Agenzia_Ansa Come Titolo fa schifetto! Come senso è ancora peggio. Bruciata viva dopo averla uccisa?! C'è qualquadra che noncosa?,1,0,1,1,0,0,,1
_2209147540,_737238124095496192,_737225375370104832,_737225375370104832,2016-05-30T11:04:00.000Z,"#Sara bruciata viva dal suo ex. Dopo averla uccisa, Vincenzo Paduano è tornata al lavoro https://t.co/Gj8GEHXMk7 https://t.co/MTju1YzMZm",0,"@Agenzia_Ansa non sei una persona, sei un mostro.",1,0,1,0,0,1,1,1
_3613396888,_737244151125794817,_737221837558566913,_737221837558566913,2016-05-30T11:27:57.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,"@Agenzia_Ansa Come mamma mi chiedo in che modo stiamo crescendo i nostri figli maschi? Perché non sono casi isolati, sono troppi.",1,0,1,0,0,0,,1
_62224949,_737244048105345024,_737221837558566913,_737221837558566913,2016-05-30T11:27:33.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa bastardo,1,0,1,0,0,1,1,1
_2955625715,_737237405699297280,_737221837558566913,_737221837558566913,2016-05-30T11:01:09.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa merita la peggior fine possibile essere immondo,1,0,1,0,0,1,1,1
_476846583,_737226648878211072,_737221837558566913,_737221837558566913,2016-05-30T10:18:24.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa solo l'inferno per lui !!,1,0,1,0,0,1,1,1
_428393835,_737226262633152512,_737221837558566913,_737221837558566913,2016-05-30T10:16:52.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa gli auguro l'inferno in questa sua misera vita e nell'aldilà,1,0,1,0,0,1,1,1
_721594194314334208,_737225232541454336,_737221837558566913,_737221837558566913,2016-05-30T10:12:47.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa Che dolore x questo terribile evento facciamo a questa mamma il nostro sincero cordoglio Silenzio!!,1,0,1,0,0,0,,1
_1444422062,_737223510578352128,_737221837558566913,_737221837558566913,2016-05-30T10:05:56.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa o bestia a chi pensavi di farla? il primo su cui svolgono le indagini sei tu,1,0,1,0,0,1,1,1
_472893871,_737223077298376704,_737221837558566913,_737221837558566913,2016-05-30T10:04:13.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa non permettete rito abbreviati e e perizie dove stabilire se è scemo o coglione..è semplice ergastolo,1,0,1,0,0,1,1,1
_184366311,_737222552796471296,_737221837558566913,_737221837558566913,2016-05-30T10:02:08.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa ora bruciate lui....,1,0,1,0,0,1,1,1
_392596429,_737222035345149952,_737221837558566913,_737221837558566913,2016-05-30T10:00:04.000Z,Ha confessato  il fidanzato dellla ragazza uccisa e data alle fiamme a Roma https://t.co/MMi4JOLFxj https://t.co/SHiVKIJ11H,0,@Agenzia_Ansa si sono complimentati per la deficienza?,1,0,1,1,0,0,,1
_366742560,_736957504681304068,_736955726384517120,_736955726384517120,2016-05-29T16:28:55.000Z,"Ragazza morta carbonizzata a #Roma. ""Omicidio volontario"". A trovare il corpo in fiamme è stata la mamma https://t.co/O1RI1noAMHQ",0,@Agenzia_Ansa non oso immaginare la madre quando ha scoperto il corpo della figlia...,1,0,1,0,0,0,,1
_4925299329,_736956270209576961,_736955726384517120,_736955726384517120,2016-05-29T16:24:01.000Z,"Ragazza morta carbonizzata a #Roma. ""Omicidio volontario"". A trovare il corpo in fiamme è stata la mamma https://t.co/O1RI1noAMHQ",0,@Agenzia_Ansa tristissima notizia,1,0,1,0,0,0,,1
_4256965282,_736904764705918977,_736903183373586432,_736903183373586432,2016-05-29T12:59:21.000Z,Studentessa trovata morta #carbonizzata a #Roma FOTO c'è ipotesi femminicidio https://t.co/jMvxkPVjQH,0,@Agenzia_Ansa atroce tutto ciò!,1,0,1,0,0,0,,1
_1429974884,_737338587067363329,_737037693289439236,_737231983034695680,2016-05-30T17:43:12.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,@ylefsch era il moroso alla fine. Solita brutta storia,"@Simone_Dela Tutte uguali ste storie !!! 
Assurdo.",1,0,1,0,0,0,,1
_349043533,_737231983034695680,_737037693289439236,_737045283796881408,2016-05-30T10:39:36.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,@Simone_Dela Mah secondo me è qualcosa di personale ..... tipo brutte amicizie / frequentazioni ecc,@ylefsch era il moroso alla fine. Solita brutta storia,1,0,1,0,0,0,,1
_1429974884,_737045283796881408,_737037693289439236,_737044318532337664,2016-05-29T22:17:43.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,"@ylefsch eh Magliana, mi sa che o sapeva o ha visto qualcosa che non doveva",@Simone_Dela Mah secondo me è qualcosa di personale ..... tipo brutte amicizie / frequentazioni ecc,1,0,1,0,0,0,,1
_349043533,_737044318532337664,_737037693289439236,_737043148409610240,2016-05-29T22:13:53.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,@Simone_Dela infatti poveretta .....chissà cosa è accaduto. ..,"@ylefsch eh Magliana, mi sa che o sapeva o ha visto qualcosa che non doveva",1,0,1,0,0,0,,1
_1429974884,_737043148409610240,_737037693289439236,_737041198448279552,2016-05-29T22:09:14.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,"@ylefsch si non mi riferivo alla ragazza poveraccia, ma al programma ovviamente 😊 più é tragico più ci sguazzano",@Simone_Dela infatti poveretta .....chissà cosa è accaduto. ..,1,0,1,0,0,0,,1
_349043533,_737041198448279552,_737037693289439236,_737040341409402881,2016-05-29T22:01:29.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,@Simone_Dela ahahah ahahah 😂 e vabbe '....  purtroppo è una cosa accaduta davvero,"@ylefsch si non mi riferivo alla ragazza poveraccia, ma al programma ovviamente 😊 più é tragico più ci sguazzano",1,0,1,0,0,0,,1
_1429974884,_737040341409402881,_737037693289439236,_737038063872954369,2016-05-29T21:58:05.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,@ylefsch il festival dell'allegria 😂,@Simone_Dela ahahah ahahah 😂 e vabbe '....  purtroppo è una cosa accaduta davvero,1,0,1,1,0,0,,1
_349043533,_737038063872954369,_737037693289439236,_737037693289439236,2016-05-29T21:49:02.000Z,https://t.co/LlOlplRKGi nuovi argomenti x i #chilavisters,0,@ylefsch il festival dell'allegria 😂,1,0,0,1,0,0,,1
_862874678,_736918352992555008,_736813520810020864,_736813520810020864,2016-05-29T13:53:21.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,@Corriere avrà iniziato lei o la macchina?,1,0,1,1,0,0,,1
_2168154778,_935246642458095616,_935246642458095616,_0,2017-11-27T20:39:10.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,RT @IaconaRiccardo: Il documentario per ricordare Sara che non cede alla tv del dolore https://t.co/znB8RP8k9B,0,0,0,0,0,0,,1
_56356444,_934366710429339649,_934366710429339649,_0,2017-11-25T10:22:38.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Omicidio Di Pietrantonio, un documentario per raccontare la storia di Sara https://t.co/ExLcWCZNGO",0,0,0,0,0,0,,1
_1130603749,_934093165010866176,_934093165010866176,_0,2017-11-24T16:15:39.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Tragedia Sara è film, stop femminicidi - Proiettato a Montecitorio con Boldrini, su Real Time il 25/11 https://t.co/I4QkvGjhnE",0,0,0,0,0,0,,1
_4863618933,_933998136078491648,_933998136078491648,_0,2017-11-24T09:58:03.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,Alla Camera il docufilm dedicato a Sara Di Pietrantonio - DIRETTA: Proiezione sulla vicenda della giovane uccisa e data alle fiamme dal suo fidanzato la notte del 29 maggio 2no16 alla periferia di Roma https://t.co/HxawCGjH23 https://t.co/JA1bdh3HOg,0,0,0,0,0,0,,1
_1440784603,_892611853465079808,_892611853465079808,_0,2017-08-02T05:03:44.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"RT @FrancescoGrana: Sara Di Pietrantonio, il gup: strangolata e data alle fiamme perché “rifiutava Paduano come padrone” https://t.co/RwvT1…",0,0,0,0,0,0,,1
_479458968,_892452681213779968,_892452681213779968,_0,2017-08-01T18:31:14.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,Un rapporto di potere che non doveva interrompersi. Nelle motivazioni della condanna di Vincenzo Paduano per l’omi… https://t.co/c1DwVbfYca,0,0,0,0,0,0,,1
_48835437,_860539651274096640,_860539651274096640,_0,2017-05-05T17:00:15.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Uccise e bruciò la ex fidanzata, Paduano condannato all’ergastolo https://t.co/c8JkmSAvmo https://t.co/fCeYJCkGtg",0,0,0,0,0,0,,1
_370267250,_860891504696598530,_860891504696598530,_0,2017-05-06T16:18:23.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,RT @fattoquotidiano: Sara Di Pietrantonio strangolata e data alle fiamme: l’ex fidanzato condannato all’ergastolo https://t.co/9Fvn423H9W,0,0,0,0,0,0,,1
_397853516,_860832719403716608,_860832719403716608,_0,2017-05-06T12:24:48.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Sara Di Pietrantonio bruciata viva
Ergastolo per il suo ex fidanzato
La madre di lei: “non si 
 https://t.co/DzeFdMlUvH via @fattoquotidiano",0,0,0,0,0,0,,1
_39641402,_860759339027615744,_860759339027615744,_0,2017-05-06T07:33:13.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,Sara Di Pietrantonio strangolata e data alle fiamme: l’ex fidanzato condannato all’ergastolo https://t.co/Vt5HS69czZ via @fattoquotidiano,0,0,0,0,0,0,,1
_479458968,_860551734292303872,_860551734292303872,_0,2017-05-05T17:48:16.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Ha aggredito, tramortito, strangolato e dato alle fiamme la sua ex fidanzata Sara Di Pietrantonio, 22 anni, il cui… https://t.co/c86noTnorQoy",0,0,0,0,0,0,,1
_739490309156003844,_860554771371053057,_860554771371053057,_0,2017-05-05T18:00:20.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Roma, omicidio di Sara di Pietrantonio, condannato all'ergastolo Vincenzo Paduano (Repubblica.it &gt; Homepage) https://t.co/R4et2f2DfV",0,0,0,0,0,0,,1
_801202358,_861525114172710913,_861525114172710913,_0,2017-05-08T10:16:08.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Le avevamo dedicato uno spettacolo per non dimenticare, ora finalmente #sara ha avuto giustizia #femminicidio https://t.co/KJFloOAlmP",1,1,0,0,0,0,,1
_223405753,_861081369451122688,_861081369451122688,_0,2017-05-07T04:52:51.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"RT @Agenzia_Ansa: Il #delitto della #Magliana a Roma. Uccise e bruciò la ex fidanzata, condannato all'#ergastolo https://t.co/1noQDlzAO8R",0,0,0,0,0,0,,1
_4019643525,_860776364160540672,_860776364160540672,_0,2017-05-06T08:40:52.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Uccise e bruciò ex fidanzata, condannato all'ergastolo - Lazio - ANSA.it https://t.co/idaMGch8qz",0,0,0,0,0,0,,1
_143871703,_860750812041146368,_860750812041146368,_0,2017-05-06T06:59:20.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Sperando sia inizio di  svolta culturale : Uccise e bruciò ex fidanzata, condannato all'ergastolo - Lazio - ANSA.it https://t.co/C5dRbddNVt",1,1,0,0,0,0,,1
_4889207711,_860730188535037952,_860730188535037952,_0,2017-05-06T05:37:23.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"https://t.co/9gaq9pOdcY Il #delitto della #Magliana a Roma. Uccise e bruciò la ex fidanzata, condannato all'#erga… https://t.co/9CKzooTGEb",0,0,0,0,0,0,,1
_382069136,_860728489418346496,_860728489418346496,_0,2017-05-06T05:30:38.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Uccise e bruciò ex fidanzata, condannato all'ergastolo https://t.co/1jQqyL5o3g",0,0,0,0,0,0,,1
_2470692079,_862587509817188352,_862587509817188352,_0,2017-05-11T08:37:43.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"RT @DebAttanasio: Ciao Vince' vai a insegnare agli angeli come ci si abbronza a scacchi #5maggio 
https://t.co/HmlR86CtUo",1,0,0,1,0,1,1,1
_148787137,_860762960993685504,_860762960993685504,_0,2017-05-06T07:47:36.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"RT @TutteLenotizie: Sara strangolata e bruciata, ergastolo all'ex fidanzato La mamma: da lui scuse finte… https://t.co/QWvue5cXaQ",0,0,0,0,0,0,,1
_514802802,_860646285753319424,_860646285753319424,_0,2017-05-06T00:03:59.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,#topnews Sara strangolata e bruciata  Ergastolo all’ex fidanzato https://t.co/oqNdXa8XPno,0,0,0,0,0,0,,1
_421406745,_860572702075224064,_860572702075224064,_0,2017-05-05T19:11:35.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,Era la pena minima che poteva ricevere per l'efferatezza del suo gesto omicida. https://t.co/Il85z8oJFV,1,0,0,0,0,0,,1
_418546910,_860553902835585024,_860553902835585024,_0,2017-05-05T17:56:53.000Z,Giallo alla Magliana: ragazza carbonizzata vicino  all’auto in fiamme https://t.co/JVLGMddmu2 https://t.co/A4ZwmUbPEt,0,"Finalmente una buona notizia

Sara strangolata e bruciata Ergastolo all’ex fidanzato  https://t.co/ky8tslz63X",1,1,0,0,0,0,,1
